from to value color id
1 43 21 0.689431819535118 palegreen 1
2 43 24 0.692769579905014 palegreen 2
3 43 17 0.655446428059216 palegreen 3
4 43 23 0.589575561807352 palegreen 4
5 43 18 0.578235132230563 palegreen 5
6 43 15 0.568595070804652 palegreen 6
7 43 6 0.651952167243156 palegreen 7
8 43 10 0.703102026666555 palegreen 8
9 43 26 0.648513255403236 palegreen 9
10 43 9 0.679209261463502 palegreen 10
11 43 14 0.637632173358116 orangered 11
12 43 13 0.633554041223716 palegreen 12
13 43 29 0.604743705837901 palegreen 13
14 43 39 0.574592271106342 orangered 14
15 43 22 0.597910223103017 palegreen 15
16 43 38 0.600249854073361 palegreen 16
17 43 28 0.527672889309636 palegreen 17
18 43 32 0.560556160408496 palegreen 18
19 43 16 0.641625983929139 palegreen 19
20 43 12 0.554036380986983 palegreen 20
21 43 5 0.548493637024965 palegreen 21
22 43 4 0.556159531363824 palegreen 22
23 43 46 0.645180101176981 orangered 23
24 43 49 0.504209471648069 orangered 24
25 43 48 0.611359969067879 orangered 25
26 43 51 0.652687300933517 orangered 26
27 43 47 0.623185826874566 orangered 27
28 43 44 0.590969643057541 orangered 28
29 43 63 0.62109902828585 orangered 29
30 43 64 0.563831732432355 orangered 30
31 43 50 0.617964261498981 orangered 31
32 2 21 0.678294141052452 orangered 32
33 2 24 0.689100797912522 orangered 33
34 2 17 0.619954985178164 orangered 34
35 2 23 0.614571303086036 orangered 35
36 2 18 0.599275136555626 orangered 36
37 2 15 0.637378441181416 orangered 37
38 2 6 0.643348125144407 orangered 38
39 2 10 0.708137914302427 orangered 39
40 2 26 0.62014395428737 orangered 40
41 2 9 0.680600473271539 orangered 41
42 2 14 0.622927220859096 palegreen 42
43 2 13 0.662843815500134 orangered 43
44 2 29 0.603207832403313 orangered 44
45 2 39 0.618047253575608 palegreen 45
46 2 22 0.583768916604059 orangered 46
47 2 38 0.590006887054831 orangered 47
48 2 28 0.518691161887238 orangered 48
49 2 32 0.582826712300692 orangered 49
50 2 16 0.64248629135027 orangered 50
51 2 12 0.600102603284429 orangered 51
52 2 5 0.504381660896807 orangered 52
53 2 4 0.503790953682263 orangered 53
54 2 46 0.575472982867014 palegreen 54
55 2 48 0.617572712247975 palegreen 55
56 2 51 0.699452333159193 palegreen 56
